DATUM_ABSTIMMUNG;VORLAGE_BEZEICHNUNG;VORLAGEART_CODE;VORLAGEART_BEZEICHNUNG;STIMBERECHTIGTE;EINGELEGTE_STIMMZETTEL;LEERE_STIMMEN;UNGUELTIGE_STIMMZETTEL;GUELTIGE_STIMMEN;JA_STIMMEN;NEIN_STIMMEN;STIMMBETEILIGUNG;JA_STIMMEN_PROZENT
08.07.1951;"Volksinitiative ""zur Heranziehung der öffentlichen Unternehmungen zu einem Beitrag an die Kosten der Landesverteidigung""";1;Volksinitiative;43283;27172;;;24987;8981;16006;62.8;35.9
02.03.1952;Bundesbeschluss betreffend die Verlängerung der Geltungsdauer des Bundesbeschlusses über die Bewilligungspflicht für die Eröffnung und Erweiterung von Gasthöfen;4;Fakultatives Referendum;43344;29159;;;26836;13605;13231;67.3;50.7
30.03.1952;Bundesgesetz über die Förderung der Landwirtschaft und die Erhaltung des Bauernstandes (Landwirtschaftsgesetz);4;Fakultatives Referendum;43271;35334;;;34418;19360;15058;81.7;56.2
20.04.1952;Volksbegehren betreffend die Umsatzsteuern;1;Volksinitiative;43260;32522;;;31243;4423;26820;75.2;14.2
18.05.1952;Volksbegehren zur Rüstungsfinanzierung und zum Schutze der sozialen Errungenschaften;1;Volksinitiative;43226;31787;;;30523;11118;19405;73.5;36.4
06.07.1952;Bundesbeschluss über die Deckung der Rüstungsausgaben;3;Obligatorisches Referendum;43216;29003;;;27597;11146;16451;67.1;40.4
05.10.1952;Bundesgesetz betreffend die Abänderung von Bestimmungen über die fiskalische Belastung des Tabaks im Bundesgesetz über die Alters- und Hinterlassenenversicherung;4;Fakultatives Referendum;43245;31342;;;29730;19497;10233;72.5;65.6
05.10.1952;Bundesbeschluss über den Einbau von Luftschutzräumen in bestehenden Häusern;4;Fakultatives Referendum;43245;31342;;;29639;5303;24336;72.5;17.9
23.11.1952;Bundesbeschluss über die befristete Weiterführung einer beschränkten Preiskontrolle;3;Obligatorisches Referendum;43235;32054;;;30647;15550;15097;74.1;50.7
23.11.1952;Bundesbeschluss über die Brotgetreideversorgung des Landes;3;Obligatorisches Referendum;43235;32054;;;30614;22184;8430;74.1;72.5
19.04.1953;Bundesgesetz über die Revision des Bundesgesetzes betreffend den Postverkehr;4;Fakultatives Referendum;43112;34339;;;33289;11621;21668;79.7;34.9
06.12.1953;Bundesbeschluss über die verfassungsmässige Neuordnung des Finanzhaushaltes des Bundes;3;Obligatorisches Referendum;43236;33539;;;32537;12834;19703;77.6;39.4
06.12.1953;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 24quater betreffend den Schutz der Gewässer gegen Verunreinigung;3;Obligatorisches Referendum;43236;33527;;;32657;26632;6025;77.5;81.6
20.06.1954;Bundesbeschluss über den Fähigkeitsausweis im Schuhmacher-, Coiffeur-, Sattler- und Wagnergewerbe;4;Fakultatives Referendum;43205;28510;;;27159;9081;18078;66;33.4
20.06.1954;Bundesbeschluss über ausserordentliche Hilfeleistungen an kriegsgeschädigte Auslandschweizer;4;Fakultatives Referendum;43205;28461;;;26463;11119;15344;65.9;42
24.10.1954;Bundesbeschluss über die Finanzordnung 1955 bis 1958;3;Obligatorisches Referendum;43239;29581;;;27818;19670;8148;68.4;70.7
05.12.1954;Volksbegehren zum Schutze der Stromlandschaft Rheinfall-Rheinau;1;Volksinitiative;43271;31800;;;30880;6695;24185;73.5;21.7
13.03.1955;"Volksinitiative ""zum Schutz der Mieter und Konsumenten (Weiterführung der Preiskontrolle)""";2;Volksinitiative mit Gegenentwurf: Initiative;43199;32952;;;31189;13106;17582;76.3;42.7
13.03.1955;"Gegenentwurf zur Volksinitiative ""zum Schutz der Mieter und Konsumenten (Weiterführung der Preiskontrolle)""";2;Volksinitiative mit Gegenentwurf: Gegenentwurf;43199;32952;;;31189;13915;16521;76.3;45.7
04.03.1956;Bundesbeschluss über die befristete Weiterführung einer beschränkten Preiskontrolle (Verlängerung der Gültigkeitsdauer des Verfassungszusatzes vom 26. September 1952);3;Obligatorisches Referendum;43404;30811;;;28994;20564;8430;71;70.9
13.05.1956;Volksbegehren zur Erweiterung der Volksrechte bei der Erteilung von Wasserrechtskonzessionen durch den Bund;1;Volksinitiative;43343;31992;;;30060;10523;19537;73.8;35
13.05.1956;Bundesbeschluss über Massnahmen zur Stärkung der Wirtschaft des Kantons Graubünden durch Gewährung einer Hilfe an die Holverzuckerungs-AG;4;Fakultatives Referendum;43343;32114;;;30678;13674;17004;74.1;44.6
30.09.1956;Bundesbeschluss über die Revision der Brotgetreideordnung des Landes;3;Obligatorisches Referendum;43490;29423;;;27648;12915;14733;67.7;46.7
30.09.1956;Bundesbeschluss über das Volksbegehren betreffend Ausgabenbeschlüsse der Bundesversammlung (Gegenentwurf);3;Obligatorisches Referendum;43490;29338;;;26583;10402;16181;67.5;39.1
03.03.1957;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 22bis über den Zivilschutz;3;Obligatorisches Referendum;43336;31420;;;29870;15831;14039;72.5;53
03.03.1957;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 36bis betreffend Rundspruch und Fernsehen;3;Obligatorisches Referendum;43336;31368;;;29734;12662;17072;72.4;42.6
24.11.1957;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 24quinquies betreffend die Atomenergie und den Strahlenschutz;3;Obligatorisches Referendum;43298;29016;;;27216;19993;7223;67;73.5
24.11.1957;Bundesbeschluss über die befristete Verlängerung der Geltungsdauer der Übergangsordnung betreffend die Brotgetreideversorgung des Landes;3;Obligatorisches Referendum;43298;28983;;;27307;18123;9184;66.9;66.4
26.01.1958;Volksbegehren gegen den Missbrauch wirtschaftlicher Macht;1;Volksinitiative;43214;31255;;;30152;6631;23521;72.3;22
11.05.1958;Bundesbeschluss über die verfassungsmässige Neuordnung des Finanzhaushaltes des Bundes;3;Obligatorisches Referendum;43126;30332;;;28923;16374;12549;70.3;56.6
06.07.1958;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 27ter betreffend das Filmwesen;3;Obligatorisches Referendum;43222;28175;;;26114;15488;10626;65.2;59.3
06.07.1958;Bundesbeschluss über das Volksbegehren für die Verbesserung des Strassennetzes (Gegenentwurf);3;Obligatorisches Referendum;43222;28217;;;26720;21565;5155;65.3;80.7
26.10.1958;Volksbegehren für die 44-Stundenwoche (Arbeitszeitverkürzung);1;Volksinitiative;43365;33125;;;32650;8251;24399;76.4;25.3
07.12.1958;Bundesbeschluss über die Aenderung der Bundesverfassung (Kursaalspiele);3;Obligatorisches Referendum;43397;30114;;;28776;17027;11749;69.4;59.2
07.12.1958;Bundesbeschluss betreffend die Genehmigung des zwischen der Schweizerischen Eidgenossenschaft und der Italienischen Republik abgeschlossenen Abkommens über die Nutzbarmachung der Wasserkraft des Spöl;4;Fakultatives Referendum;43397;30163;;;29223;22972;6251;69.5;78.6
01.02.1959;Bundesbeschluss über die Einführung des Frauenstimm- und -Wahlrechtes in eidgenössischen Angelegenheiten;3;Obligatorisches Referendum;43478;34186;;;33707;6721;26986;78.6;19.9
24.05.1959;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 22bis über den Zivilschutz;3;Obligatorisches Referendum;43372;28041;;;26114;15894;10220;64.7;60.9
29.05.1960;Bundesbeschluss über die Weiterführung befristeter Preiskontrollmassnahmen;3;Obligatorisches Referendum;43409;26241;;;24414;18513;5901;60.5;75.8
04.12.1960;Bundesbeschluss betreffend die Aenderung des Bundesbeschlusses über zusätzliche wirtschaftliche und finanzielle Massnahmen auf dem Gebiete der Milchwirtschaft;4;Fakultatives Referendum;43438;30938;;;29107;16767;12340;71.2;57.6
05.03.1961;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 26bis betreffend Rohrleitungsanlagen zur Beförderung flüssiger oder gasförmiger Brenn- oder Treibstoffe;3;Obligatorisches Referendum;43285;34096;;;32818;23560;9258;78.8;71.8
05.03.1961;Bundesbeschluss über die Erhebung eines Zollzuschlages auf Treibstoffen zur Finanzierung der Nationalstrassen;3;Obligatorisches Referendum;43285;34196;;;33659;17186;16473;79;51.1
22.10.1961;Volksbegehren für die Einführung der Gesetzesinitiative im Bund;1;Volksinitiative;43280;26333;;;24902;4901;20001;60.8;19.7
03.12.1961;Bundesbeschluss über die schweizerische Uhrenindustrie (Uhrenstatut);4;Fakultatives Referendum;43325;28363;;;26871;16418;10453;65.5;61.1
01.04.1962;Volksbegehren für ein Verbot von Atomwaffen;1;Volksinitiative;43265;33763;;;32860;8458;24402;78;25.7
27.05.1962;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 26sexies betreffend den Natur- und Heimatschutz;3;Obligatorisches Referendum;43266;26718;;;25238;19894;5344;61.8;78.8
27.05.1962;Bundesgesetz über die Abänderung des Bundesgesetzes betreffend die Taggelder und Reiseentschädigungen des Nationalrates und der Kommission der eidgenössischen Räte;4;Fakultatives Referendum;43266;26739;;;25191;6803;18388;61.8;27
04.11.1962;Bundesbeschluss über die Aenderung des Artikels 72 der Bundesverfassung (Wahl des Nationalrates);3;Obligatorisches Referendum;43503;24346;;;22154;11040;11114;56;49.8
26.05.1963;Volksbegehren für das Entscheidungsrecht des Volkes über die Ausrüstung der schweizerischen Armee mit Atomwaffen;1;Volksinitiative;43425;28694;;;27678;6895;20783;66.1;24.9
08.12.1963;Bundesbeschluss über die Weiterführung der Finanzordnung des Bundes (Verlängerung der Geltungsdauer von Art.41ter BV und Ermässigung der Wehrsteuer);3;Obligatorisches Referendum;43781;26115;;;24454;18498;5956;59.6;75.6
08.12.1963;Bundesbeschluss betreffend die Ergänzung der Bundesverfassung durch einen Artikel 27quater über Stipendien und andere Ausbildungsbeihilfen;3;Obligatorisches Referendum;43781;26086;;;24381;17717;6664;59.6;72.7
02.02.1964;Bundesbeschluss über den Erlass einer allgemeinen Steueramnestie auf den 1. Januar 1965;3;Obligatorisches Referendum;43799;27936;;;26618;11268;15350;63.8;42.3
24.05.1964;Bundesgesetz über die Berufsbildung;4;Fakultatives Referendum;43829;25122;;;22942;15924;7018;57.3;69.4
06.12.1964;Bundesbeschluss über die Weiterführung befristeter Preiskontrollmassnahmen;3;Obligatorisches Referendum;44110;24077;;;22334;16868;5466;54.6;75.5
28.02.1965;Bundesbeschluss über die Bekämpfung der Teuerung durch Massnahmen auf dem Gebiete des Geld- und Kapitalmarktes und des Kreditwesens;3;Obligatorisches Referendum;44103;33507;;;32785;21060;11725;76;64.2
28.02.1965;Bundesbeschluss über die Bekämpfung der Teuerung durch Massnahmen auf dem Gebiete der Bauwirtschaft;3;Obligatorisches Referendum;44103;33493;;;32788;20331;12457;75.9;62
16.05.1965;Bundesgesetz betreffend die Aenderung des Beschlusses der Bundesversammlung über Milch, Milchprodukte und Speisefette (Milchbeschluss);4;Fakultatives Referendum;44081;26755;;;24854;16930;7924;60.7;68.1
16.10.1966;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 45bis über die Auslandschweizer;3;Obligatorisches Referendum;44578;26924;;;25507;17417;8090;60.4;68.3
16.10.1966;Volksbegehren zur Bekämpfung des Alkoholismus;1;Volksinitiative;44578;26952;;;26319;6381;19938;60.5;24.2
02.07.1967;Volksbegehren gegen die Bodenspekulation;1;Volksinitiative;44967;25347;;;24480;6028;18452;56.4;24.6
18.02.1968;Bundesbeschluss über den Erlass einer allgemeinen Steueramnestie;3;Obligatorisches Referendum;45194;27535;;;26056;16957;9099;60.9;65.1
19.05.1968;Bundesgesetz über die Tabakbesteuerung;4;Fakultatives Referendum;45120;25634;;;24354;11850;12504;56.8;48.7
01.06.1969;Bundesgesetz über die Eidgenössischen Technischen Hochschulen;4;Fakultatives Referendum;45426;24762;;;22864;6764;16100;54.5;29.6
14.09.1969;Bundesbeschluss über die Ergänzung der Bundesverfassung durch die Artikel 22ter und 22quater (Verfassungsrechtliche Ordnung des Bodenrechts);3;Obligatorisches Referendum;45584;23486;;;22028;12601;9427;51.5;57.2
01.02.1970;Bundesbeschluss über die inländische Zuckerwirtschaft;4;Fakultatives Referendum;45441;27302;;;26608;17752;8856;60.1;66.7
07.06.1970;Volksbegehren gegen die Überfremdung;1;Volksinitiative;45482;37189;;;36650;14869;21781;81.8;40.6
27.09.1970;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 27quinquies betreffend die Förderung von Turnen und Sport;3;Obligatorisches Referendum;45849;26816;;;25827;18461;7366;58.5;71.5
27.09.1970;Volksbegehren für das Recht auf Wohnung und den Ausbau des Familienschutzes;1;Volksinitiative;45849;26821;;;25856;8272;17584;58.5;32
15.11.1970;Bundesbeschluss über die Aenderung der Finanzordnung des Bundes;3;Obligatorisches Referendum;45878;26107;;;24830;12499;12331;56.9;50.3
07.02.1971;Bundesbeschluss über die Einführung des Frauenstimm- und -Wahlrechtes in eidgenössischen Angelegenheiten;3;Obligatorisches Referendum;45982;30941;;;30510;13464;17046;67.3;44.1
06.06.1971;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 24septies betreffend den Schutz des Menschen und seiner natürlichen Umwelt gegen schädliche oder lästige Einwirkungen;3;Obligatorisches Referendum;96564;47398;;;45938;40905;5033;49.1;89
06.06.1971;Bundesbeschluss über die Weiterführung der Finanzordnung des Bundes;3;Obligatorisches Referendum;96564;47296;;;44289;29449;14840;49;66.5
05.03.1972;Ergänzung der Bundesverfassung durch einen Artikel 34sexies über den Wohnungsbau und betreffend das Volksbegehren zur Bildung eines Wohnbaufonds (Denner-Initiative);2;Volksinitiative mit Gegenentwurf: Initiative;97409;49854;;;48014;9286;37212;51.2;20
05.03.1972;Gegenentwurf zum Volksbegehren zur Bildung eines Wohnbaufonds (Denner-Initiative);2;Volksinitiative mit Gegenentwurf: Gegenentwurf;97409;49854;;;48014;28636;16293;51.2;63.7
05.03.1972;Bundesbeschluss betreffend die Ergänzung der Bundesverfassung durch einen Artikel 34septies über die Allgemeinverbindlicherklärung von Mietverträgen und Massnahmen zum Schutze der Mieter;3;Obligatorisches Referendum;97409;49896;;;47635;38155;9480;51.2;80.1
04.06.1972;Bundesbeschluss über Massnahmen zur Stabilisierung des Baumarktes;3;Obligatorisches Referendum;97744;34548;;;32592;26838;5754;35.3;82.3
04.06.1972;Bundesbeschluss über den Schutz der Währung;3;Obligatorisches Referendum;97744;34495;;;32422;27849;4573;35.3;85.9
24.09.1972;Volksbegehren betreffend vermehrte Rüstungskontrolle und ein Waffenausfuhrverbot;1;Volksinitiative;98136;44379;;;43015;16274;26741;45.2;37.8
03.12.1972;Volksbegehren für eine wirkliche Volkspension und die Aenderung der Bundesverfassung auf dem Gebiete der Alters-, Hinterlassenen- und Invalidenvorsorge;2;Volksinitiative mit Gegenentwurf: Initiative;98610;59216;;;57370;6435;47033;60.1;12
03.12.1972;Gegenentwurf zum Volksbegehren für eine wirkliche Volkspension und die Aenderung der Bundesverfassung auf dem Gebiete der Alters-, Hinterlassenen- und Invalidenvorsorge;2;Volksinitiative mit Gegenentwurf: Gegenentwurf;98610;59216;;;57370;43215;11773;60.1;78.6
03.12.1972;Bundesbeschluss über die Abkommen zwischen der Schweizerischen Eidgenossenschaft und der Europäischen Wirtschaftsgemeinschaft sowie den Mitgliedstaaten der Europäischen Gemeinschaft für Kohle und Stahl;5;Plebiszit;98610;59232;;;57159;40196;16963;60.1;70.3
04.03.1973;Bundesbeschluss über die Aenderung der Bundesverfassung betreffend das Bildungswesen;3;Obligatorisches Referendum;98611;41788;;;39114;14601;24513;42.4;37.3
04.03.1973;Bundesbeschluss über die Ergänzung der Bundesverfassung betreffend die Förderung der wissenschaftlichen Forschung;3;Obligatorisches Referendum;98611;41824;;;38889;19654;19235;42.4;50.5
20.05.1973;Bundesbeschluss über die Aufhebung des Jesuiten- und des Klosterartikels der Bundesverfassung (Art. 51. und 52);3;Obligatorisches Referendum;99027;47548;;;45886;24763;21123;48;54
02.12.1973;Bundesbeschluss betreffend Ueberwachung der Preise, Löhne und Gewinne;3;Obligatorisches Referendum;99781;45709;;;44075;28362;15713;45.8;64.3
02.12.1973;Bundesbeschluss über Massnahmen auf dem Gebiete des Kreditwesens;3;Obligatorisches Referendum;99781;45964;;;43684;28322;15362;46.1;64.8
02.12.1973;Bundesbeschluss über Massnahmen zur Stabilisierung des Baumarktes;3;Obligatorisches Referendum;99781;46033;;;44176;30750;13426;46.1;69.6
02.12.1973;Bundesbeschluss über die Einschränkung der steuerwirksamen Abschreibungen bei den Einkommenssteuern von Bund, Kantonen und Gemeinden;3;Obligatorisches Referendum;99781;45978;;;43232;28711;14521;46.1;66.4
02.12.1973;Bundesbeschluss über einen Tierschutzartikel anstelle des bisherigen Artikels 25bis der Bundesverfassung;3;Obligatorisches Referendum;99781;46033;;;44283;38338;5945;46.1;86.6
20.10.1974;Volksbegehren gegen die Ueberfremdung und Ueberbevölkerung der Schweiz;1;Volksinitiative;100891;73784;;;72679;21688;50991;73.1;29.8
08.12.1974;Bundesbeschluss zur Verbesserung des Bundeshaushaltes;3;Obligatorisches Referendum;100875;48667;;;46428;19407;27021;48.2;41.8
08.12.1974;Bundesbeschluss über die Erschwerung von Ausgabenbeschlüssen;3;Obligatorisches Referendum;100875;48525;;;45882;30630;15252;48.1;66.8
08.12.1974;Volksbegehren für die soziale Krankenversicherung und die Aenderung der Bundesverfassung auf dem Gebiet der Kranken-, Unfall- und Mutterschaftsversicherung;2;Volksinitiative mit Gegenentwurf: Initiative;100875;48707;;;47009;8462;37045;48.3;18.6
08.12.1974;Gegenentwurf zum Volksbegehren für die soziale Krankenversicherung und die Aenderung der Bundesverfassung auf dem Gebiet der Kranken-, Unfall- und Mutterschaftsversicherung;2;Volksinitiative mit Gegenentwurf: Gegenentwurf;100875;48707;;;47009;16182;27837;48.3;36.8
02.03.1975;Bundesbeschluss über den Konjunkturartikel der Bundesverfassung;3;Obligatorisches Referendum;101090;50256;;;47175;25786;21389;49.7;54.7
08.06.1975;Bundesbeschluss über den Schutz der Währung;4;Fakultatives Referendum;101365;48937;;;47415;39668;7747;48.3;83.7
08.06.1975;Bundesbeschluss über die Finanzierung der Nationalstrassen;4;Fakultatives Referendum;101365;48932;;;47432;23913;23519;48.3;50.4
08.06.1975;Bundesgesetz über die Aenderung des Generalzolltarifs;4;Fakultatives Referendum;101365;48769;;;46625;21955;24670;48.1;47.1
08.06.1975;Bundesbeschluss betreffend die Erhöhung der Steuereinnahmen ab 1976;3;Obligatorisches Referendum;101365;48956;;;47352;22249;25103;48.3;47
08.06.1975;Bundesbeschluss über die Erschwerung von Ausgabenbeschlüssen;3;Obligatorisches Referendum;101365;48768;;;47022;36325;10697;48.1;77.3
07.12.1975;Bundesbeschluss über eine Aenderung der Bundesverfassung (Niederlassungsfreiheit und Unterstützungsregelung);3;Obligatorisches Referendum;101778;42775;;;40299;28220;12079;42;70
07.12.1975;Bundesbeschluss betreffend Aenderung der Bundesverfassung im Gebiete der Wasserwirtschaft;3;Obligatorisches Referendum;101778;42735;;;39898;28891;11007;42;72.4
07.12.1975;Bundesgesetz über die Ein- und Ausfuhr von Erzeugnissen aus Landwirtschaftsprodukten;4;Fakultatives Referendum;101778;42890;;;41019;23653;17366;42.1;57.7
21.03.1976;Volksbegehren über die Mitbestimmung;2;Volksinitiative mit Gegenentwurf: Initiative;102105;49320;;;48368;11791;36000;48.3;24.7
21.03.1976;Gegenentwurf zum Volksbegehren über die Mitbestimmung;2;Volksinitiative mit Gegenentwurf: Gegenentwurf;102105;49320;;;48368;16817;29761;48.3;36.1
21.03.1976;Volksbegehren für gerechtere Besteuerung und die Abschaffung der Steuerprivilegien;1;Volksinitiative;102105;49192;;;47620;16495;31125;48.2;34.6
13.06.1976;Bundesgesetz über die Raumplanung;4;Fakultatives Referendum;102555;45393;;;44495;18789;25706;44.3;42.2
13.06.1976;Bundesbeschluss betreffend ein Abkommen zwischen der Schweiz und der Internationalen Entwicklungsorganisation (IDA) über ein Darlehen von 200 Millionen Franken;3;Obligatorisches Referendum;102555;45346;;;43999;17417;26582;44.2;39.6
13.06.1976;Bundesbeschluss über eine Neukonzeption der Arbeitslosenversicherung;3;Obligatorisches Referendum;102555;45236;;;43682;26796;16886;44.1;61.3
26.09.1976;Bundesbeschluss betreffend einen Verfassungsartikel über Radio und Fernsehen;3;Obligatorisches Referendum;102908;42278;;;40539;17037;23502;41.1;42
26.09.1976;Volksbegehren zur Einführung einer Haftpflichtversicherung für Motorfahrzeuge und Fahrräder durch den Bund;1;Volksinitiative;102908;42337;;;41255;7081;34174;41.1;17.2
05.12.1976;Bundesbeschluss über Geld- und Kreditpolitik;3;Obligatorisches Referendum;103041;50006;;;46103;28745;17358;48.5;62.3
05.12.1976;Bundesbeschluss über die Preisüberwachung;3;Obligatorisches Referendum;103041;50161;;;48814;37351;11463;48.7;76.5
05.12.1976;"Volksinitiative ""zur Einführung der 40-Stunden-Woche""";1;Volksinitiative;103041;50241;;;49685;7232;42453;48.8;14.6
13.03.1977;"Volksbegehren ""zum Schutze der Schweiz"" (4. Ueberfremdungsinitiative)";1;Volksinitiative;103305;51693;;;50574;12583;37991;50;24.9
13.03.1977;"Volksbegehren ""zur Beschränkung der Einbürgerungen"" (5. Ueberfremdungsinitiative)";1;Volksinitiative;103305;51622;;;50606;15204;35402;50;30
13.03.1977;"Neuordnung des Staatsvertragsreferendums: Volksinitiative ""gegen die Beschränkung des Stimmrechts bei Staatsverträgen mit dem Ausland""";2;Volksinitiative mit Gegenentwurf: Initiative;103305;51454;;;48346;10220;35097;49.8;22.6
13.03.1977;"Gegenentwurf zur Volksinitiative ""gegen die Beschränkung des Stimmrechts bei Staatsverträgen mit dem Ausland""";2;Volksinitiative mit Gegenentwurf: Gegenentwurf;103305;51454;;;48346;30533;14499;49.8;67.8
12.06.1977;Bundesbeschluss über die Neuordnung der Umsatzsteuer und der direkten Bundesteuer;3;Obligatorisches Referendum;103750;59991;;;59259;21940;37319;57.8;37
12.06.1977;Bundesbeschluss über die Steuerharmonisierung;3;Obligatorisches Referendum;103750;60019;;;58661;38097;20564;57.8;64.9
25.09.1977;"Volksinitiative ""für einen wirksamen Mieterschutz""";2;Volksinitiative mit Gegenentwurf: Initiative;104216;61292;;;58375;18521;38212;58.8;32.6
25.09.1977;"Gegenentwurf zur Volksinitiative ""für einen wirksamen Mieterschutz""";2;Volksinitiative mit Gegenentwurf: Gegenentwurf;104216;61296;;;58375;28675;23995;58.8;54.4
25.09.1977;"Volksinitiative ""gegen die Luftverschmutzung durch Motorfahrzeuge"" (Albatrosinitiative)";1;Volksinitiative;104216;61424;;;59303;18926;40377;58.9;31.9
25.09.1977;Bundesbeschluss über die Erhöhung der Unterschriftenzahl für das Referendum (Art. 89 und 89bis BV);3;Obligatorisches Referendum;104216;61227;;;58741;37090;21651;58.8;63.1
25.09.1977;Bundesbeschluss über die Erhöhung der Unterschriftenzahl für die Verfassungsinitiative (Art. 120 und 121 BV);3;Obligatorisches Referendum;104216;61200;;;58362;35815;22547;58.7;61.4
25.09.1977;"Volksinitiative ""für die Fristenlösung""";1;Volksinitiative;104216;61677;;;59980;22137;37843;59.2;36.9
04.12.1977;"Volksbegehren ""zur Steuerharmonisierung, zur stärken Besteuerung des Reichtums und zur Entlastung der unteren Einkommen (Reichtumssteuer-Initiative""";1;Volksinitiative;104354;47001;;;45971;17641;28330;45;38.4
04.12.1977;Bundesgesetz über die politischen Rechte;4;Fakultatives Referendum;104354;46826;;;43080;25928;17152;44.9;60.2
04.12.1977;Bundesbeschluss über die Einführung eines zivilen Ersatzdienstes;3;Obligatorisches Referendum;104354;46976;;;45846;13923;31923;45;30.4
04.12.1977;Bundebeschluss über Massnahmen zum Ausgleich des Bundeshaushaltes;4;Fakultatives Referendum;104354;46919;;;44629;30027;14602;45;67.3
26.02.1978;"Volksinitiative ""Demokratie im Nationalstrassenbau""";1;Volksinitiative;104545;57721;;;56207;18838;37369;55.2;33.5
26.02.1978;Bundesgesetz über die Alters- und Hinterlassenversicherung (9. AHV-Revision);4;Fakultatives Referendum;104545;57727;;;56664;33169;23495;55.2;58.5
26.02.1978;"Volksinitiative ""zur Herabsetzung des AHV-Alters""";1;Volksinitiative;104545;57687;;;57158;8876;48282;55.2;15.5
26.02.1978;Bundesbeschluss über den Konjunkturartikel der Bundesverfassung;3;Obligatorisches Referendum;104545;57495;;;52992;34853;18139;55;65.8
28.05.1978;Zeitgesetz;4;Fakultatives Referendum;104883;61705;;;60656;20708;39948;58.8;34.1
28.05.1978;Zolltarifgesetz;4;Fakultatives Referendum;104883;61553;;;57786;33191;24595;58.7;57.4
28.05.1978;Bundesgesetz über den Schutz der Schwangerschaft und die Strafbarkeit des Schwangerschaftsabbruchs;4;Fakultatives Referendum;104883;61501;;;58352;22398;35954;58.6;38.4
28.05.1978;Bundesgesetz über die Förderung der Hochschulen und die Forschung (HFG);4;Fakultatives Referendum;104883;61651;;;59954;19911;40043;58.8;33.2
28.05.1978;"Volksinitiative ""für 12 motorfahrzeugfreie und motorflugzeugfreie Sonntage pro Jahr""";1;Volksinitiative;104883;61769;;;61239;21873;39366;58.9;35.7
24.09.1978;Bundesbeschluss über die Gründung des Kantons Jura;3;Obligatorisches Referendum;105443;51611;;;50610;41059;9551;48.9;81.1
03.12.1978;Milchwirtschaftsbeschluss 1977 (MWB 1977);4;Fakultatives Referendum;105555;51798;;;49798;35831;13967;49.1;72
03.12.1978;Tierschutzgesetz (TschG);4;Fakultatives Referendum;105555;51854;;;50860;41851;9009;49.1;82.3
03.12.1978;Bundesgesetz über die Erfüllung sicherheitspolizeilicher Aufgaben des Bundes;4;Fakultatives Referendum;105555;51852;;;50732;26273;24459;49.1;51.8
03.12.1978;Bundesgesetz über die Berufsbildung (BBG);4;Fakultatives Referendum;105555;51801;;;49938;31135;18803;49.1;62.3
18.02.1979;Bundesbeschluss über das Stimm- und Wahlrecht für 18jährige;3;Obligatorisches Referendum;105867;59724;;;59070;26095;32975;56.4;44.2
18.02.1979;"Bundesbeschluss über die Volksinitiative ""zur  Förderung der Fuss- und Wanderwege"" (Gegenentwurf)";3;Obligatorisches Referendum;105867;59713;;;58907;46143;12764;56.4;78.3
18.02.1979;"Volksinitiative ""gegen Suchtmittelreklame""";1;Volksinitiative;105867;59700;;;58802;21966;36836;56.4;37.4
18.02.1979;"Volksinitiative ""zur Wahrung der Volksrechte und der Sicherheit beim Bau und Betrieb von Atomanlagen""";1;Volksinitiative;105867;59681;;;58350;23109;35241;56.4;39.6
20.05.1979;Bundesbeschluss über die Neuordnung der Umsatzsteuer und der direkten Bundessteuer;3;Obligatorisches Referendum;105981;44542;;;43617;16730;26887;42;38.4
20.05.1979;Bundesbeschluss zum Atomgesetz;4;Fakultatives Referendum;105981;44494;;;43285;32880;10405;42;76
02.03.1980;"Volksinitiative ""betreffend die vollständige Trennung von Staat und Kirche""";1;Volksinitiative;107070;47570;;;46581;7241;39340;44.4;15.5
02.03.1980;Bundesbeschluss über die Neuordnung der Landesversorgung;3;Obligatorisches Referendum;107070;47469;;;45429;38489;6940;44.3;84.7
30.11.1980;Bundesgesetz über den Strassenverkehr (Sicherheitsgurte und Schutzhelme);4;Fakultatives Referendum;107750;51295;;;50530;29797;20733;47.6;59
30.11.1980;Bundesbeschluss über die Aufhebung des Kantonsanteils am Reinertrag der Stempelabgaben;3;Obligatorisches Referendum;107750;51034;;;48759;34540;14219;47.4;70.8
30.11.1980;Bundesbeschluss über die Neuverteilung der Reineinnahmen der Eidgenössischen Alkoholverwaltung aus der fiskalischen Belastung der gebrannten Wasser;3;Obligatorisches Referendum;107750;51201;;;49378;37569;11809;47.5;76.1
